	Family	Genus	Sample	Nuccore_id
APZ86488.1	Geminiviridae	Mastrevirus	Maize streak virus	1139737263
AEL32313.1	Geminiviridae	Mastrevirus	Maize streak virus	342720325
AFN80629.1	Geminiviridae	Mastrevirus	Paspalum striate mosaic virus	395864132
AFD63011.1	Geminiviridae	Mastrevirus	Chickpea chlorosis virus-E	380505397
AMN14227.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	1002402643
AAB63456.1	Geminiviridae	Mastrevirus	Maize streak virus - Set]	2266887
APZ86464.1	Geminiviridae	Mastrevirus	Maize streak virus	1139737233
AIY32946.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826339
AFD63087.1	Geminiviridae	Mastrevirus	Tobacco yellow dwarf virus-A	380505492
ADA67944.1	Geminiviridae	Mastrevirus	Panicum streak virus	281398250
APZ85963.1	Geminiviridae	Mastrevirus	Maize streak virus	1139736608
CAL30136.1	Geminiviridae	Mastrevirus	Wheat dwarf virus	149267369
APZ85863.1	Geminiviridae	Mastrevirus	Maize streak virus	1139736483
AGT45405.1	Geminiviridae	Mastrevirus	Chickpea chlorosis virus-A	530745082
APZ86144.1	Geminiviridae	Mastrevirus	Maize streak virus	1139736833
AOT83528.1	Geminiviridae	Mastrevirus	Wheat dwarf virus	1072936565
AIW42777.1	Geminiviridae	Mastrevirus	Chickpea yellow dwarf virus	703626041
AGT45356.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	530745022
APZ86016.1	Geminiviridae	Mastrevirus	Maize streak virus	1139736673
AFD63083.1	Geminiviridae	Mastrevirus	Tobacco yellow dwarf virus-A	380505487
AAK73430.1	Geminiviridae	Mastrevirus	Maize streak virus - A[Ama]	14794640
AIY33146.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826589
AEL31830.1	Geminiviridae	Mastrevirus	Maize streak virus	342719681
AIY32798.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826154
AIY33088.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826519
AIW42766.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	703626031
ANO40447.1	Geminiviridae	Mastrevirus	Sugarcane striate virus	1041498339
API65415.1	Geminiviridae	Mastrevirus	Oat dwarf virus	1111690276
APZ85919.1	Geminiviridae	Mastrevirus	Maize streak virus	1139736553
ABQ40237.1	Geminiviridae	Mastrevirus	Maize streak virus	146428288
AIK26629.1	Geminiviridae	Mastrevirus	Maize streak virus	673386808
AGT45444.1	Geminiviridae	Mastrevirus	Chickpea chlorosis Australia virus	530745132
AIY32906.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826289
AIY32890.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826269
AIK26688.1	Geminiviridae	Mastrevirus	Maize streak virus	673386883
AIY33406.1	Geminiviridae	Mastrevirus	Maize streak virus	725825584
ASA49147.1	Geminiviridae	Mastrevirus	Rice latent virus 1	1207345051
APZ86416.1	Geminiviridae	Mastrevirus	Maize streak virus	1139737173
AIY32710.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826044
APZ85924.1	Geminiviridae	Mastrevirus	Maize streak virus	1139736558
AIY33242.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826709
AEL32028.1	Geminiviridae	Mastrevirus	Maize streak virus	342719945
ACZ04183.1	Geminiviridae	Mastrevirus	Maize streak virus	268374071
AIY33713.1	Geminiviridae	Mastrevirus	Maize streak virus	725825969
ACZ04240.1	Geminiviridae	Mastrevirus	Maize streak virus	268374147
APZ85899.1	Geminiviridae	Mastrevirus	Maize streak virus	1139736528
AFD63018.1	Geminiviridae	Mastrevirus	Chickpea chlorosis virus-E	380505402
AIW42764.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	703626026
AIY33202.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826659
AEE92743.1	Geminiviridae	Mastrevirus	Eragrostis minor streak virus	332692558
AIY33108.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826544
ACZ04302.1	Geminiviridae	Mastrevirus	Maize streak virus	268374232
ASK06229.1	Geminiviridae	Mastrevirus	Maize streak virus	1214786219
API65445.1	Geminiviridae	Mastrevirus	Wheat dwarf virus	1111690311
AFD63005.1	Geminiviridae	Mastrevirus	Chickpea chlorosis virus-E	380505387
AIY33150.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826594
CRL92591.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	1210278168
AFN80676.1	Geminiviridae	Mastrevirus	Chloris striate mosaic virus	395864190
ABQ40308.1	Geminiviridae	Mastrevirus	Maize streak virus	146428377
CRN04291.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	1210278198
AFD63027.1	Geminiviridae	Mastrevirus	Chickpea chlorosis virus-E	380505417
APZ86444.1	Geminiviridae	Mastrevirus	Maize streak virus	1139737208
APZ85932.1	Geminiviridae	Mastrevirus	Maize streak virus	1139736568
APZ86289.1	Geminiviridae	Mastrevirus	Maize streak virus	1139737013
AQY19104.1	Geminiviridae	Mastrevirus	Maize streak virus	1158626034
AIY32744.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826089
ADA67953.1	Geminiviridae	Mastrevirus	Panicum streak virus	281398262
AIY33200.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826659
AGT45452.1	Geminiviridae	Mastrevirus	Chickpea chlorosis virus-E	530745142
AGT45296.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	530744947
AIY32850.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826219
AHZ63104.1	Geminiviridae	Mastrevirus	Wheat dwarf virus	635009546
APZ86121.1	Geminiviridae	Mastrevirus	Maize streak virus	1139736803
AIY33586.1	Geminiviridae	Mastrevirus	Maize streak virus	725825809
ACP28893.1	Geminiviridae	Mastrevirus	Wheat dwarf virus	227434211
AIY33008.1	Geminiviridae	Mastrevirus	Chickpea chlorotic dwarf virus	725826419
ACU00021.1	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus	255040424
ACX50503.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	260779795
ACX50511.1	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus	260779811
ADE87486.1	Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	294478919
AEI54346.1	Nanoviridae	Nanovirus	Picobiliphyte sp. MS584-5 nanovirus	336390619
AHC72167.1	Nanoviridae	Nanovirus	Black medic leaf roll virus	567316282
AHC72177.1	Nanoviridae	Nanovirus	Black medic leaf roll virus	567316302
AHC72186.1	Nanoviridae	Nanovirus	Black medic leaf roll virus	567316320
AHC72194.1	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus	567316336
AHC72202.1	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus	567316352
AHC72210.1	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus	567316368
AHC72220.1	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus	567316388
AHC72228.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	567316404
AHC72237.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	567316422
AHC72247.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	567316442
AHC72255.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	567316458
AHC72271.1	Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	567316490
AHC72281.1	Nanoviridae	Nanovirus	Pea yellow stunt virus	567316511
AQX56698.1	Nanoviridae	Nanovirus	Milk vetch dwarf virus	1154267219
ARK36668.1	Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	1186228451
ARK36676.1	Nanoviridae	Nanovirus	Pea necrotic yellow dwarf virus	1186228467
ARQ19021.1	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus	1190359877
ARQ19025.1	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus	1190359885
ASL05576.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	1215708482
ASL05577.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	1215708484
ASL05578.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	1215708486
ASL05579.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	1215708488
ASL05580.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	1215708490
ASL05582.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	1215708494
ASM62219.1	Nanoviridae	Nanovirus	Milk vetch dwarf virus	1218188519
BAA97561.1	Nanoviridae	Nanovirus	Milk vetch dwarf virus	8918249
BAU21082.1	Nanoviridae	Nanovirus	Milk vetch dwarf virus	971823439
BAV00134.1	Nanoviridae	Nanovirus	Milk vetch dwarf virus	1027812692
CAA72209.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	2239094
CAB44020.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	4995157
CCF74113.1	Nanoviridae	Nanovirus	Faba bean yellow leaf virus	409262944
CCF86304.1	Nanoviridae	Nanovirus	Faba bean necrotic yellows virus	379991322
AHF54685	Smacoviridae	Porprismacovirus	Turkey stool associated circular ssDNA virus	572921633
AIK28870	Smacoviridae	Porprismacovirus	Porcine stool-associated circular virus 7	673539332
AIK28878	Smacoviridae	Porprismacovirus	Porcine stool-associated circular virus 9	673539344
AIK28880	Smacoviridae	Porprismacovirus	Porcine stool-associated circular virus 8	673539347
AIK28884	Smacoviridae	Porprismacovirus	Porcine stool-associated circular virus 6	673539353
AIY31246	Smacoviridae	Porprismacovirus	Dromedary stool-associated circular ssDNA virus	725611813
AIY31248	Smacoviridae	Porprismacovirus	Dromedary stool-associated circular ssDNA virus	725611816
AIY31250	Smacoviridae	Porprismacovirus	Dromedary stool-associated circular ssDNA virus	725611819
AIY31259	Smacoviridae	Porprismacovirus	Dromedary stool-associated circular ssDNA virus	725611831
AJF23082	Smacoviridae	Porprismacovirus	Black howler monkey smacovirus	749502799
AJF23083	Smacoviridae	Porprismacovirus	Chimpanzee smacovirus	749502802
AJF23086	Smacoviridae	Porprismacovirus	Gorilla smacovirus	749502805
AJF23088	Smacoviridae	Porprismacovirus	Gorilla smacovirus	749502808
AJF23092	Smacoviridae	Porprismacovirus	Lemur smacovirus	749502814
AKV57233	Smacoviridae	Porprismacovirus	Rat stool-associated circular ssDNA virus	914293728
AMR73071	Smacoviridae	Porprismacovirus	Human feces smacovirus 2	1010921595
ANC51523	Smacoviridae	Porprismacovirus	Bovine faeces associated smacovirus 2	1025711616
ANC51526	Smacoviridae	Porprismacovirus	Sheep faeces associated smacovirus 3	1025711619
ANC51527	Smacoviridae	Porprismacovirus	Sheep faeces associated smacovirus 1	1025711622
ANC51530	Smacoviridae	Porprismacovirus	Sheep faeces associated smacovirus 2	1025711625
ANC51538	Smacoviridae	Porprismacovirus	Porcine faeces associated smacovirus 1	1025711637
AGS36182	Bacilladnaviridae	Protobacilladnavirus	Bacillariodnavirus LDMD-2013	528320276
AQA27289	Bacilladnaviridae	Protobacilladnavirus	Amphibola crenata associated bacilladnavirus 1	1140313335
AQA27293	Bacilladnaviridae	Protobacilladnavirus	Amphibola crenata associated bacilladnavirus 2	1140313455
BAE79193	Bacilladnaviridae	Protobacilladnavirus	Chaetoceros salsugineum DNA virus	86476028
BAJ79016	Bacilladnaviridae	Protobacilladnavirus	Chaetoceros lorenzianus DNA virus	324604966
BAO48208	Bacilladnaviridae	Protobacilladnavirus	Chaetoceros sp. DNA virus 7	576938471
ADJ58423.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	299930424
ADJ58429.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	299930431
ADJ58435.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	299930438
ADJ58440.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	299930445
AFK64739.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	388540048
AGA19501.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	430000472
AGA19519.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	430000493
AGA19525.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	430000500
AGA19531.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	430000507
AGA19549.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	430000528
AGA19555.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	430000535
AGA19561.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	430000542
AGA19573.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	430000556
AGA19579.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	430000563
ALR86739.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	960514859
ALR86757.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	960514880
ALR86763.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	960514887
ALR86769.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	960514894
ALR86775.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	960514901
ALR86781.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	960514908
ALR86793.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	960514922
ALR86811.1	Geminiviridae	Turncurtovirus	Turnip leaf roll virus	960514943
ALR86823.1	Geminiviridae	Turncurtovirus	Turnip leaf roll virus	960514957
ALR86829.1	Geminiviridae	Turncurtovirus	Turnip leaf roll virus	960514964
ALR86835.1	Geminiviridae	Turncurtovirus	Turnip leaf roll virus	960514971
ALR86841.1	Geminiviridae	Turncurtovirus	Turnip leaf roll virus	960514978
ALR86859.1	Geminiviridae	Turncurtovirus	Turnip leaf roll virus	960514999
ALR86865.1	Geminiviridae	Turncurtovirus	Turnip leaf roll virus	960515006
ALR86871.1	Geminiviridae	Turncurtovirus	Turnip leaf roll virus	960515013
ALR86883.1	Geminiviridae	Turncurtovirus	Turnip leaf roll virus	960515027
API65452.1	Geminiviridae	Turncurtovirus	Turnip curly top virus	1111690322
