	Family	Genus	SampleName	Nuccore_ids
P03631.1	Microviridae	Phix174microvirus	PhiX174	1217068
AKO71195.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805174
AAF78038.1	Nanoviridae	Babuvirus	Banana bunchy top virus	8575530
AGI99515.1	Nanoviridae	Babuvirus	Banana bunchy top virus	478434534
AHF47856.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795183
ASV46570.1	Nanoviridae	Babuvirus	Banana bunchy top virus	1236613818
AHF47912.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795295
AEL32436.1	Nanoviridae	Babuvirus	Banana bunchy top virus	342720519
AHF47864.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795199
AHF47904.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795279
AKO71288.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805579
AKO71173.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805085
AHF47902.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795275
AKO71234.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805329
ACV30230.1	Nanoviridae	Babuvirus	Banana bunchy top virus	256808097
AKO71238.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805340
ADO85414.1	Nanoviridae	Babuvirus	Banana bunchy top virus	309752883
AHF47828.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795127
ALI57228.1	Nanoviridae	Babuvirus	Banana bunchy top virus	937548744
CAL90982.1	Nanoviridae	Babuvirus	Banana bunchy top virus	158935060
AKO71190.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805155
AKO71254.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805418
ADO85404.1	Nanoviridae	Babuvirus	Banana bunchy top virus	309752863
AHF47809.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795088
AKO71222.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805286
AHF47831.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795133
AEL32435.1	Nanoviridae	Babuvirus	Banana bunchy top virus	342720517
ABP96957.1	Nanoviridae	Babuvirus	Abaca bunchy top virus	145845923
AKO71269.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805490
AKO71249.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805401
ALI57217.1	Nanoviridae	Babuvirus	Banana bunchy top virus	937548722
AHF47919.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795309
AHF47958.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795387
ACZ59091.1	Nanoviridae	Babuvirus	Banana bunchy top virus	270055627
ABP96962.1	Nanoviridae	Babuvirus	Abaca bunchy top virus	145845934
AKO71279.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805539
AAK15066.1	Nanoviridae	Babuvirus	Banana bunchy top virus	13183128
AKO71221.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805273
AAK15067.1	Nanoviridae	Babuvirus	Banana bunchy top virus	13183130
AKO71161.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805032
ALI57219.1	Nanoviridae	Babuvirus	Banana bunchy top virus	937548726
AEF13037.1	Nanoviridae	Babuvirus	Banana bunchy top virus	333036015
ASV46566.1	Nanoviridae	Babuvirus	Banana bunchy top virus	1236613666
AAD53058.1	Nanoviridae	Babuvirus	Banana bunchy top virus	5823157
AKO71275.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805513
AKO71162.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805036
AGG38925.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	458598743
ALI57224.1	Nanoviridae	Babuvirus	Banana bunchy top virus	937548736
ASU43932.1	Nanoviridae	Babuvirus	Banana bunchy top virus	1233055090
ACF24825.1	Nanoviridae	Babuvirus	Banana bunchy top virus	193876421
AHF47881.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795233
AEV53368.1	Nanoviridae	Babuvirus	Banana bunchy top virus	359500359
AKO71255.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805433
AHF47874.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795219
AHF47910.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795291
AHF47886.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795243
ACT36296.1	Nanoviridae	Babuvirus	Banana bunchy top virus	253825940
AKO71215.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805253
AKO71198.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805187
ALI57199.1	Nanoviridae	Babuvirus	Banana bunchy top virus	937548686
ABY84647.1	Nanoviridae	Babuvirus	Banana bunchy top virus	166203212
AEL32439.1	Nanoviridae	Babuvirus	Banana bunchy top virus	342720525
AHF47909.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795289
AKO71180.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805113
ACV30231.1	Nanoviridae	Babuvirus	Banana bunchy top virus	256808099
ABY61231.1	Nanoviridae	Babuvirus	Banana bunchy top virus	164597801
ASU43922.1	Nanoviridae	Babuvirus	Banana bunchy top virus	1233055068
AKO71166.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805054
ACN79534.1	Nanoviridae	Babuvirus	Abaca bunchy top virus	225030866
ADO85418.1	Nanoviridae	Babuvirus	Banana bunchy top virus	309752891
ABH03037.1	Nanoviridae	Babuvirus	Banana bunchy top virus	110951324
AKO71168.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805064
AKO71159.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805023
ADO85406.1	Nanoviridae	Babuvirus	Banana bunchy top virus	309752867
AAQ01659.1	Nanoviridae	Babuvirus	Banana bunchy top virus	33286085
AKO71179.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805108
AKO71262.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805453
AAD53060.1	Nanoviridae	Babuvirus	Banana bunchy top virus	5823161
AAL57032.1	Nanoviridae	Babuvirus	Banana bunchy top virus	18033186
AKO71175.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805093
NP_604477.1	Nanoviridae	Babuvirus	Banana bunchy top virus	19744927
AAD53056.1	Nanoviridae	Babuvirus	Banana bunchy top virus	5823153
AHF47849.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795169
AKO71274.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805510
AGG38924.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	458598741
AEF13041.1	Nanoviridae	Babuvirus	Banana bunchy top virus	333036023
BAO52956.1	Nanoviridae	Babuvirus	Banana bunchy top virus	589908339
AHF47810.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795090
AHF47816.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795103
BAG69618.1	Nanoviridae	Babuvirus	Banana bunchy top virus	197690787
AON96269.1	Nanoviridae	Babuvirus	Banana bunchy top virus	1063194524
ACM51143.2	Nanoviridae	Babuvirus	Banana bunchy top virus	222433596
ALI57207.1	Nanoviridae	Babuvirus	Banana bunchy top virus	937548702
AHF47920.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795311
AKO71241.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805347
AKO71182.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805121
ALI57203.1	Nanoviridae	Babuvirus	Banana bunchy top virus	937548694
AAA61875.1	Nanoviridae	Babuvirus	Banana bunchy top virus	642390
ADO85405.1	Nanoviridae	Babuvirus	Banana bunchy top virus	309752865
AHF47823.1	Nanoviridae	Babuvirus	Cardamom bushy dwarf virus	571795117
AKO71176.1	Nanoviridae	Babuvirus	Banana bunchy top virus	859805097
ABG34296.2	Geminiviridae	Becurtovirus	Beet curly top Iran virus-[K]	168988144
ACA35251.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus-[Yazd]	168988132
ACA35256.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus-[Sh2]	168988138
ADV51528.1	Geminiviridae	Becurtovirus	Spinach curly top Arizona virus	319412654
AFK14029.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	387966634
AFK14049.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	387966658
AFK14059.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	387966670
AFK14069.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	387966682
AFK14074.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	387966688
AFK14089.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	387966706
AFK14094.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	387966712
AGD79152.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	443900421
AGD79157.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	443900427
AGD79167.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	443900439
AGD79177.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	443900451
AGD79182.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	443900457
AHC03611.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	564797245
API65448.1	Geminiviridae	Becurtovirus	Beet curly top Iran virus	1111690316
AGS56762.1	Geminiviridae	Begomovirus	Ageratum yellow vein China virus	529159768
AFQ20092.1	Geminiviridae	Begomovirus	Pouzolzia golden mosaic virus	401801504
ADE09122.1	Geminiviridae	Begomovirus	Tomato leaf curl Taiwan virus	291508348
ALU33542.1	Geminiviridae	Begomovirus	Pepper yellow leaf curl Thailand virus	969984578
CAD24674.1	Geminiviridae	Begomovirus	Papaya leaf curl virus	47232508
AHL43709.1	Geminiviridae	Begomovirus	Sweet potato leaf curl Japan virus	592747346
ALB26161.1	Geminiviridae	Begomovirus	Okra enation leaf curl virus	923142778
AEF65953.2	Geminiviridae	Begomovirus	Tomato leaf curl Palampur virus	671741903
CCJ67992.1	Geminiviridae	Begomovirus	Pepper huasteco yellow vein virus	408438574
ABI63434.1	Geminiviridae	Begomovirus	Tomato leaf curl Hsinchu virus - Taiwan:Hsinchu:2005] Taiwan:Hsinchu:2005]	114318753
AKM49922.1	Geminiviridae	Begomovirus	Tomato leaf curl New Delhi virus	834961698
AIP89711.1	Geminiviridae	Begomovirus	East African cassava mosaic Kenya virus	685878100
AEV76914.1	Geminiviridae	Begomovirus	Jatropha leaf yellow mosaic Katarniaghat virus	674781298
AGW16186.1	Geminiviridae	Begomovirus	Sweet potato leaf curl virus	544206482
CCJ67886.1	Geminiviridae	Begomovirus	Pepper golden mosaic virus	408422424
CEK41158.1	Geminiviridae	Begomovirus	Cotton leaf curl Burewala virus	1105524785
AAF63751.1	Geminiviridae	Begomovirus	Bhendi yellow vein mosaic virus-[Madurai]	7546994
ADT65383.1	Geminiviridae	Begomovirus	Tomato yellow leaf curl virus	314998916
AIU98070.1	Geminiviridae	Begomovirus	Squash leaf curl China virus	700676574
AFC37719.1	Geminiviridae	Begomovirus	Tomato leaf curl Palampur virus	378753816
AFM77721.1	Geminiviridae	Begomovirus	French bean leaf curl virus	392514593
AHF50178.1	Geminiviridae	Begomovirus	Tomato leaf curl Liwa virus	572168536
ADB45297.2	Geminiviridae	Begomovirus	Tomato leaf curl Palampur virus	671741897
CAJ98472.1	Geminiviridae	Begomovirus	Tomato yellow leaf curl China virus	94960472
ARH65453.1	Geminiviridae	Begomovirus	Pepper yellow leaf curl Indonesia virus	1179026204
ASL70121.1	Geminiviridae	Begomovirus	Cotton leaf curl Multan virus	1216630680
AFX60579.1	Geminiviridae	Begomovirus	Tomato severe rugose virus	417355284
AAF63696.1	Geminiviridae	Begomovirus	Tomato yellow leaf curl Thailand virus-[Myanmar]	7546816
ADO40802.1	Geminiviridae	Begomovirus	Bhendi yellow vein India virus India:Jalgov:OY127:2006] India:Jalgov:OY127:2006]	308743913
CAJ15643.1	Geminiviridae	Begomovirus	Sida yellow mosaic China virus - Hainan 8] Hainan 8]	70907712
BAB86387.1	Geminiviridae	Begomovirus	Tobacco leaf curl Kochi virus-[KK]	19570905
BAX87961.1	Geminiviridae	Begomovirus	Mungbean yellow mosaic India virus	1201920265
AFL72092.1	Geminiviridae	Begomovirus	Tomato yellow leaf curl virus	390410844
API65505.1	Geminiviridae	Begomovirus	Sida yellow blotch virus	1111690422
ACA61035.1	Geminiviridae	Begomovirus	Squash leaf curl Philippines virus	169639978
ALV85594.1	Geminiviridae	Begomovirus	Pavonia yellow mosaic virus	972283944
CBA10392.1	Geminiviridae	Begomovirus	Alternanthera yellow vein virus	295417822
CAF02054.1	Geminiviridae	Begomovirus	East African cassava mosaic virus	83721790
CDO50213.1	Geminiviridae	Begomovirus	Chilli leaf curl virus	1001822079
AHZ34330.1	Geminiviridae	Begomovirus	Tomato leaf curl Guangxi virus	632795275
ARH65451.1	Geminiviridae	Begomovirus	Bhendi yellow vein mosaic virus	1179026200
AFU81126.1	Geminiviridae	Begomovirus	Sweet potato leaf curl Georgia virus-[China: Hebei: 2011]	408689052
ABU24276.1	Geminiviridae	Begomovirus	Sweet potato leaf curl virus	155573658
APZ75438.1	Geminiviridae	Begomovirus	Papaya yellow leaf curl virus	1206144596
CUR44400.1	Geminiviridae	Begomovirus	Tomato leaf curl New Delhi virus	1279323560
AFC37743.1	Geminiviridae	Begomovirus	Tomato leaf curl Palampur virus	378753844
AMT75086.1	Geminiviridae	Begomovirus	Papaya leaf curl China virus	1013063189
CUH74542.1	Geminiviridae	Begomovirus	Tomato leaf curl Karnataka virus	1248816397
AHL43755.1	Geminiviridae	Begomovirus	Sweet potato leaf curl virus	592747400
ARV90742.1	Geminiviridae	Begomovirus	Euphorbia yellow mosaic virus	1200776375
AIP87923.1	Geminiviridae	Begomovirus	African cassava mosaic virus	685876007
AFV14767.1	Geminiviridae	Begomovirus	Tomato leaf curl New Delhi Virus India:New Delhi:2012] India:New Delhi:2012]	409118171
AIY67944.1	Geminiviridae	Begomovirus	Tomato yellow leaf curl virus	728054875
ABB52054.1	Geminiviridae	Begomovirus	Tomato leaf curl New Delhi virus Pakistan:Solanum:1997] Pakistan:Solanum:1997]	79149957
AIU41372.1	Geminiviridae	Begomovirus	Tomato yellow leaf curl Axarquia virus	699203053
AIR91793.1	Geminiviridae	Begomovirus	Melon chlorotic mosaic virus	691423437
ARV90447.1	Geminiviridae	Begomovirus	Euphorbia yellow mosaic virus	1200776021
AIP88249.1	Geminiviridae	Begomovirus	African cassava mosaic virus	685876389
ABB69060.1	Geminiviridae	Begomovirus	Tomato yellow leaf curl China virus	81248572
ARV90257.1	Geminiviridae	Begomovirus	Euphorbia yellow mosaic virus	1200775793
AJG06146.1	Geminiviridae	Begomovirus	Tomato latent virus	752115519
ACN76996.1	Geminiviridae	Begomovirus	Tomato leaf curl Palampur virus	224996457
ACI06034.1	Geminiviridae	Begomovirus	Mesta yellow vein mosaic virus-[India:Coochbehar:2008]	206207221
ALB25999.1	Geminiviridae	Begomovirus	Okra enation leaf curl virus	923142589
BAC75815.1	Geminiviridae	Begomovirus	Tobacco leaf curl virus	30038753
AIN35761.1	Geminiviridae	Begomovirus	Bean golden mosaic virus	682126231
CAD92244.1	Geminiviridae	Begomovirus	Stachytarpheta leaf curl virus - Hn5.4] Hn5.4]	45752389
ABF71087.1	Geminiviridae	Begomovirus	Papaya leaf curl virus India:New Delhi:tomato:2005] India:New Delhi:tomato:2005]	102638601
ADU54604.1	Geminiviridae	Begomovirus	Abutilon mosaic virus	315661184
ANA78412.1	Geminiviridae	Begomovirus	Tomato yellow leaf curl virus	1022703446
AGA60260.1	Geminiviridae	Begomovirus	Croton yellow vein mosaic virus-India	430736451
CAT00011.1	Geminiviridae	Begomovirus	East African cassava mosaic virus-Uganda BFA/2008	221360434
ATI96885.1	Geminiviridae	Begomovirus	Tomato yellow mottle virus	1253560002
AIN35671.1	Geminiviridae	Begomovirus	Bean golden mosaic virus	682126123
APD30550.1	Geminiviridae	Begomovirus	Tomato mottle leaf curl virus	1104461142
ARV90607.1	Geminiviridae	Begomovirus	Euphorbia yellow mosaic virus	1200776213
AHG94949.1	Geminiviridae	Begomovirus	Sweet potato leaf curl Georgia virus	575471141
ALP32179.1	Geminiviridae	Begomovirus	Tomato yellow leaf curl virus	954037679
AAB61142.1	Geminiviridae	Begomovirus	Tomato leaf curl Taiwan virus	2194217
CAQ19347.1	Geminiviridae	Begomovirus	Tomato leaf curl New Delhi virus	317415729
ACF42177.1	Geminiviridae	Begomovirus	African cassava mosaic virus	194307429
AEY77417.1	Geminiviridae	Begomovirus	Chilli leaf curl virus	373876698
ABF67526.1	Geminiviridae	Begomovirus	Tomato golden mottle virus	99159917
CAH18737.1	Geminiviridae	Begomovirus	Papaya leaf curl China virus	51490777
ABA00485.1	Geminiviridae	Begomovirus	Tomato yellow leaf curl Kanchanaburi virus	74229931
ACA61107.2	Geminiviridae	Begomovirus	Ageratum yellow vein China virus	303292952
CAJ78257.1	Geminiviridae	Begomovirus	East African cassava mosaic Kenya virus	89330908
ALN96434.1	Geminiviridae	Begomovirus	Okra enation leaf curl virus	952002192
AEA11179.1	Geminiviridae	Begomovirus	Vernonia yellow vein Fujian virus	326910724
ALB26318.1	Geminiviridae	Begomovirus	Cotton leaf curl Multan virus	923143047
ADO40837.1	Geminiviridae	Begomovirus	Bhendi yellow vein India virus India:Phalaghat:OY01:2005] India:Phalaghat:OY01:2005]	308743953
AAF06955.1	Geminiviridae	Begomovirus	Pepper golden mosaic virus-[CR]	6318593
CBY85321.1	Geminiviridae	Begomovirus	Cotton leaf curl Gezira virus	337294520
AEA76743.1	Geminiviridae	Begomovirus	Tomato leaf curl Karnataka virus-India India/Banglore/Chilli/2008] India/Banglore/Chilli/2008]	327466190
AAR98583.1	Geminiviridae	Begomovirus	Tomato yellow leaf curl Thailand virus	41019383
ARR96871.1	Geminiviridae	Begomovirus	Cotton leaf curl Shadadpur virus	1194464819
AQZ37081.1	Geminiviridae	Begomovirus	Sweet potato leaf curl Georgia virus	1160548520
AIW81442.1	Geminiviridae	Begomovirus	Tomato leaf curl New Delhi virus	717622687
ADZ54114.2	Geminiviridae	Begomovirus	Ageratum enation virus	401891172
AAU00329.1	Geminiviridae	Begomovirus	Tomato leaf curl Guangdong virus	51320024
AFP53911.1	Geminiviridae	Capulavirus	French bean severe leaf curl virus	399892930
AHG95949.1	Geminiviridae	Capulavirus	French bean severe leaf curl virus	575498330
AKQ51599.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	887516980
ANA76134.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610888
ANA76140.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610895
ANA76147.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610902
ANA76154.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610910
ANA76161.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610918
ANA76182.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610942
ANA76187.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610949
ANA76192.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610955
ANA76198.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610962
ANA76204.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610969
ANA76210.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610976
ANA76216.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610983
ANA76222.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610990
ANA76228.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022610997
ANA76240.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022611011
ANA76257.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022611031
ANA76269.1	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1022611045
ANA76294.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611073
ANA76301.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611081
ANA76308.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611089
ANA76315.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611097
ANA76322.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611105
ANA76329.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611113
ANA76336.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611121
ANA76343.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611129
ANA76350.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611137
ANA76357.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611145
ANA76364.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611153
ANA76371.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611161
ANA76378.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1022611169
ANA76384.1	Geminiviridae	Capulavirus	Plantago lanceolata latent virus	1022611177
ANA76390.1	Geminiviridae	Capulavirus	Plantago lanceolata latent virus	1022611184
AQW44820.1	Geminiviridae	Capulavirus	French bean severe leaf curl virus	1152729615
ARQ32249.2	Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1281072000
CCV02658.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	521258515
CCV02665.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	521258523
CCV02854.1	Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	521258531
AGQ52080.1	Circoviridae	Circovirus	Porcine circovirus 2	523585972
ACN59893.1	Circoviridae	Circovirus	Porcine circovirus 2	224591340
AAP83596.1	Circoviridae	Circovirus	Porcine circovirus 2	32478760
AAS90298.1	Circoviridae	Circovirus	Porcine circovirus 2	46371044
ALT00873.1	Circoviridae	Circovirus	Porcine circovirus 2	962061703
ABP68616.1	Circoviridae	Circovirus	Porcine circovirus 2	145423914
AHZ21056.1	Circoviridae	Circovirus	Porcine circovirus 2	631799139
AQR57903.1	Circoviridae	Circovirus	Molossus molossus circovirus 4	1148300297
APJ37481.1	Circoviridae	Circovirus	Porcine circovirus 2	1113021147
ABP68670.1	Circoviridae	Circovirus	Porcine circovirus 2	145423995
AKO63045.1	Circoviridae	Circovirus	Beak and feather disease virus	859083669
ABQ51921.1	Circoviridae	Circovirus	Porcine circovirus 2	147883261
AGE10336.1	Circoviridae	Circovirus	Porcine circovirus 2	444438269
ALT00781.1	Circoviridae	Circovirus	Porcine circovirus 2	962061519
ABR13942.1	Circoviridae	Circovirus	Porcine circovirus 2	148897627
AOD41445.1	Circoviridae	Circovirus	Porcine circovirus 2	1053084640
AEN84898.1	Circoviridae	Circovirus	Porcine circovirus 2	345423192
AMX23798.1	Circoviridae	Circovirus	Porcine circovirus 2	1016564227
BAZ96625.1	Circoviridae	Circovirus	Porcine circovirus 2	1214884319
ADK34044.1	Circoviridae	Circovirus	Porcine circovirus 2	300791255
AIW81540.1	Circoviridae	Circovirus	Porcine circovirus 2	717648849
ADP09030.1	Circoviridae	Circovirus	Porcine circovirus 2	310723080
ACO35249.1	Circoviridae	Circovirus	Beak and feather disease virus	225904211
AGZ20450.1	Circoviridae	Circovirus	Duck circovirus	555948924
AFU51486.1	Circoviridae	Circovirus	Porcine circovirus 2	407929977
AAF35297.1	Circoviridae	Circovirus	Porcine circovirus 2	7021349
ARE29797.1	Circoviridae	Circovirus	Beak and feather disease virus	1173148575
ATA66881.1	Circoviridae	Circovirus	Porcine circovirus 2	1242014774
AAW78476.1	Circoviridae	Circovirus	Porcine circovirus 2	58465232
APD14663.1	Circoviridae	Circovirus	Porcine circovirus 2	1103511094
ACA51568.1	Circoviridae	Circovirus	Porcine circovirus 2	169247462
AGC55209.1	Circoviridae	Circovirus	Beak and feather disease virus	442558007
BAI50559.1	Circoviridae	Circovirus	Porcine circovirus 2	269993581
AAF35305.1	Circoviridae	Circovirus	Porcine circovirus 2	7021361
ADY62622.1	Circoviridae	Circovirus	Beak and feather disease virus	324975407
AHX56455.1	Circoviridae	Circovirus	Beak and feather disease virus	614661772
AGC55155.1	Circoviridae	Circovirus	Beak and feather disease virus	442557926
AOD41399.1	Circoviridae	Circovirus	Porcine circovirus 2	1053084548
BAP81686.1	Circoviridae	Circovirus	Porcine circovirus 2	700587431
ABR13924.1	Circoviridae	Circovirus	Porcine circovirus 2	148897591
ALK04316.1	Circoviridae	Circovirus	Porcine circovirus 2	940620276
BAG49977.1	Circoviridae	Circovirus	Porcine circovirus 2	193072503
ASU92194.1	Circoviridae	Circovirus	Bat bug circovirus	1235975414
ABY58012.1	Circoviridae	Circovirus	Duck circovirus	164470322
AKO63013.1	Circoviridae	Circovirus	Beak and feather disease virus	859083621
ALT00628.1	Circoviridae	Circovirus	Porcine circovirus 2	962061213
ABL07434.1	Circoviridae	Circovirus	Porcine circovirus 2	118578027
AOP32401.1	Circoviridae	Circovirus	Porcine circovirus 2	1066881437
BAP81716.1	Circoviridae	Circovirus	Porcine circovirus 2	700587476
AOD41559.1	Circoviridae	Circovirus	Porcine circovirus 2	1053084868
AGC55225.1	Circoviridae	Circovirus	Beak and feather disease virus	442558031
AAN37966.1	Circoviridae	Circovirus	Goose circovirus	23507126
AHI62730.1	Circoviridae	Circovirus	Porcine circovirus 2	583967297
AKZ24907.1	Circoviridae	Circovirus	Duck circovirus	916487652
AHM92235.1	Circoviridae	Circovirus	Porcine circovirus 2	595650136
BAP90975.1	Circoviridae	Circovirus	Porcine circovirus 2	727346221
BAQ95398.1	Circoviridae	Circovirus	Pigeon circovirus	775465170
AIT11770.1	Circoviridae	Circovirus	Porcine circovirus 2	695167141
AGX27430.1	Circoviridae	Circovirus	Beak and feather disease virus	549444855
AIU94238.1	Circoviridae	Circovirus	Porcine circovirus 2	700405712
AOY36524.1	Circoviridae	Circovirus	Porcine circovirus 2	1090936052
AEW46979.1	Circoviridae	Circovirus	Columbid circovirus	364087459
ANR94586.1	Circoviridae	Circovirus	Porcine circovirus 2	1043220568
AKT73301.1	Circoviridae	Circovirus	Porcine circovirus 2	908841123
AMS38761.1	Circoviridae	Circovirus	Zebra finch circovirus	1012823187
ATD84857.1	Circoviridae	Circovirus	Porcine circovirus 2	1245684865
ARI44328.1	Circoviridae	Circovirus	Pigeon circovirus	1179696108
AEB54973.1	Circoviridae	Circovirus	Porcine circovirus 2	328905443
AER61376.1	Circoviridae	Circovirus	Porcine circovirus 2	355346313
ACA51607.1	Circoviridae	Circovirus	Porcine circovirus 2	169247540
ABY27019.1	Circoviridae	Circovirus	Porcine circovirus 2	163568047
AEW46982.1	Circoviridae	Circovirus	Columbid circovirus	364087465
ASF89906.1	Circoviridae	Circovirus	Porcine circovirus 2	1212884287
ALK04314.1	Circoviridae	Circovirus	Porcine circovirus 2	940620273
ALT00782.1	Circoviridae	Circovirus	Porcine circovirus 2	962061521
ARI44280.1	Circoviridae	Circovirus	Pigeon circovirus	1179696035
ASV72309.1	Circoviridae	Circovirus	Porcine circovirus 1	1238330750
AAF35299.1	Circoviridae	Circovirus	Porcine circovirus 2	7021352
ACH96440.1	Circoviridae	Circovirus	Porcine circovirus 2	202078783
AGW02823.1	Circoviridae	Circovirus	Porcine circovirus 2	544183232
AFD34254.1	Circoviridae	Circovirus	Porcine circovirus 2	380235869
AAQ94097.1	Circoviridae	Circovirus	Porcine circovirus 2	37595455
AJE59589.1	Circoviridae	Circovirus	Porcine circovirus 2	748302868
AKT73316.1	Circoviridae	Circovirus	Porcine circovirus 2	908841143
